award_id,award_date,vendor_name,award_amount,category,department,country,contract_type,fiscal_year
LC-2022-00230,2022-04-03,Ferremax Industrial,82085.55,Professional Services,Logistics,USA,Fixed Price,2022.0
LC-2022-00231,2022-10-16,TechSupplies Panama,15116.77,Office Supplies,Sales,Panama,Fixed Price,2022.0
LC-2023-00232,2023-03-18,Ferremax Industrial,47086.91,Professional Services,Marketing,Panama,Fixed Price,2023.0
LC-2023-00233,2023-08-07,Grupo Logístico del Istmo,38356.77,Maintenance & Repair,Operations,Panama,Fixed Price,2023.0
LC-2023-00234,2023-10-01,Grupo Logístico del Istmo,16615.31,Maintenance & Repair,Procurement,Mexico,Framework Agreement,2023.0
LC-2022-00235,2022-05-28,Grupo Logístico del Istmo,475790.5,Maintenance & Repair,Sales,USA,Framework Agreement,2022.0
LC-2023-00236,2023-05-01,Distribuidora Global S.A.,77707.17,IT & Technology,HR,Costa Rica,Framework Agreement,2023.0
LC-2023-00237,2023-02-07,Distribuidora Global S.A.,3196.55,IT & Technology,Administration,Panama,Time & Materials,2023.0
LC-2023-00238,2023-12-27,Oficentro Internacional,45421.7,Logistics & Transport,Marketing,USA,Spot Purchase,2023.0
LC-2023-00239,2023-12-06,Oficentro Internacional,16413.45,Logistics & Transport,Finance,Panama,Framework Agreement,2023.0
LC-2022-00240,2022-02-22,DataCenter Solutions,17652.81,Medical Supplies,Administration,USA,Time & Materials,2022.0
LC-2022-00241,2022-02-02,Cleaning Pro Services,1497.0,Catering & Food,Legal,Panama,Time & Materials,2022.0
LC-2023-00242,2023-12-09,Ferremax Industrial,31644.39,Professional Services,Legal,Panama,Spot Purchase,2023.0
LC-2023-00243,2023-06-16,Ferremax Industrial,66568.36,Professional Services,Operations,Costa Rica,Time & Materials,2023.0
LC-2023-00244,2023-06-30,MedEquip Latinoamerica,18009.11,Security,Sales,Panama,Spot Purchase,2023.0
LC-2022-00245,2022-07-16,Papelería y Más,812.04,Uniforms & PPE,Logistics,USA,Spot Purchase,2022.0
LC-2023-00246,2023-12-23,Energía Renovable S.A.,2975.74,Catering & Food,Logistics,Mexico,Framework Agreement,2023.0
LC-2023-00247,2023-08-11,Grupo Logístico del Istmo,20538.69,Maintenance & Repair,Logistics,Panama,Fixed Price,2023.0
LC-2022-00248,2022-10-22,Mantenimiento Integral,1844.58,Office Supplies,HR,Panama,Fixed Price,2022.0
LC-2023-00249,2023-07-06,DataCenter Solutions,69437.43,Medical Supplies,Procurement,Panama,Time & Materials,2023.0
LC-2022-00250,2022-02-21,Distribuidora Global S.A.,59040.45,IT & Technology,Administration,Panama,Time & Materials,2022.0
LC-2022-00251,2022-04-13,Distribuidora Global S.A.,7997.94,IT & Technology,Legal,Panama,Spot Purchase,2022.0
LC-2023-00252,2023-05-04,Publicidad Digital LATAM,19473.17,Marketing,HR,Panama,Spot Purchase,2023.0
LC-2023-00253,2023-10-30,Oficentro Internacional,463511.95,Logistics & Transport,Operations,Mexico,Fixed Price,2023.0
LC-2022-00254,2022-02-07,Energía Renovable S.A.,23125.66,Catering & Food,HR,Panama,Time & Materials,2022.0
LC-2022-00255,2022-11-02,Energía Renovable S.A.,503.18,Catering & Food,Logistics,Panama,Fixed Price,2022.0
LC-2022-00256,2022-05-18,Oficentro Internacional,20311.02,Logistics & Transport,Marketing,USA,Spot Purchase,2022.0
LC-2023-00257,2023-10-26,Distribuidora Global S.A.,166091.38,IT & Technology,HR,Costa Rica,Spot Purchase,2023.0
LC-2022-00258,2022-06-29,Seguridad Total Corp,1700.19,IT & Technology,Administration,Colombia,Time & Materials,2022.0
LC-2023-00259,2023-11-17,Grupo Logístico del Istmo,61857.17,Maintenance & Repair,Sales,Panama,Spot Purchase,2023.0
LC-2022-00260,2022-08-30,Energía Renovable S.A.,15708.4,Catering & Food,Operations,Panama,Spot Purchase,2022.0
LC-2023-00261,2023-11-01,Cleaning Pro Services,1223.66,Catering & Food,Administration,Panama,Framework Agreement,2023.0
LC-2023-00262,2023-12-08,Ferremax Industrial,33811.95,Professional Services,HR,Panama,Framework Agreement,2023.0
LC-2022-00263,2022-06-06,Cleaning Pro Services,38.02,Catering & Food,IT,Panama,Spot Purchase,2022.0
LC-2022-00264,2022-09-11,Transportes Rápidos S.A.,1057.24,Marketing,Procurement,Costa Rica,Time & Materials,2022.0
LC-2022-00265,2022-03-21,MedEquip Latinoamerica,3364.88,Security,Marketing,Costa Rica,Framework Agreement,2022.0
LC-2022-00266,2022-06-18,Uniforms & Workwear Co.,756.21,Professional Services,IT,USA,Time & Materials,2022.0
LC-2023-00267,2023-06-07,TechSupplies Panama,257530.53,Office Supplies,Administration,USA,Fixed Price,2023.0
LC-2023-00268,2023-11-20,Grupo Logístico del Istmo,6527.83,Maintenance & Repair,Administration,Panama,Spot Purchase,2023.0
LC-2022-00269,2022-02-16,Mantenimiento Integral,2540.04,Office Supplies,IT,USA,Fixed Price,2022.0
LC-2022-00270,2022-10-21,Distribuidora Global S.A.,42484.25,IT & Technology,Finance,USA,Fixed Price,2022.0
LC-2023-00271,2023-04-05,Publicidad Digital LATAM,42698.11,Marketing,Legal,Panama,Spot Purchase,2023.0
LC-2022-00272,2022-05-02,Transportes Rápidos S.A.,570.33,Marketing,Marketing,Panama,Framework Agreement,2022.0
LC-2022-00273,2022-11-02,Papelería y Más,28134.32,Uniforms & PPE,IT,Panama,Fixed Price,2022.0
LC-2022-00274,2022-12-21,Grupo Logístico del Istmo,36764.19,Maintenance & Repair,IT,Panama,Spot Purchase,2022.0
LC-2023-00275,2023-09-22,Seguridad Total Corp,1127.48,IT & Technology,Operations,Colombia,Spot Purchase,2023.0
LC-2023-00276,2023-04-03,TechSupplies Panama,63229.37,Office Supplies,Finance,USA,Fixed Price,2023.0
LC-2023-00277,2023-07-07,Papelería y Más,6624.89,Uniforms & PPE,Legal,Panama,Time & Materials,2023.0
LC-2023-00278,2023-08-15,Ferremax Industrial,17672.05,Professional Services,Logistics,Panama,Framework Agreement,2023.0
LC-2023-00279,2023-02-28,Oficentro Internacional,39488.41,Logistics & Transport,HR,Colombia,Time & Materials,2023.0
LC-2023-00280,2023-07-24,Uniforms & Workwear Co.,2757.36,Professional Services,HR,Colombia,Spot Purchase,2023.0
LC-2023-00281,2023-02-23,DataCenter Solutions,5827.11,Medical Supplies,Marketing,Panama,Spot Purchase,2023.0
LC-2023-00282,2023-04-20,Ferremax Industrial,80382.91,Professional Services,IT,Panama,Time & Materials,2023.0
LC-2022-00283,2022-09-19,MedEquip Latinoamerica,53051.86,Security,HR,Panama,Time & Materials,2022.0
LC-2022-00284,2022-02-22,Catering Express Panama,767.61,Logistics & Transport,Finance,USA,Time & Materials,2022.0
LC-2023-00285,2023-05-06,IT Solutions Group,120517.48,Maintenance & Repair,IT,Mexico,Time & Materials,2023.0
LC-2023-00286,2023-05-06,FleetCars Panama,262.92,Security,IT,Panama,Fixed Price,2023.0
LC-2022-00287,2022-10-17,Grupo Logístico del Istmo,30268.35,Maintenance & Repair,IT,USA,Framework Agreement,2022.0
LC-2022-00288,2022-04-11,Oficentro Internacional,73569.12,Logistics & Transport,Marketing,USA,Spot Purchase,2022.0
LC-2023-00289,2023-02-28,Oficentro Internacional,50878.22,Logistics & Transport,IT,Panama,Framework Agreement,2023.0
LC-2022-00290,2022-10-30,Distribuidora Global S.A.,17201.65,IT & Technology,Marketing,USA,Spot Purchase,2022.0
LC-2022-00291,2022-09-21,Catering Express Panama,3596.86,Logistics & Transport,Procurement,USA,Framework Agreement,2022.0
LC-2022-00292,2022-06-23,Papelería y Más,2346.07,Uniforms & PPE,Procurement,Panama,Framework Agreement,2022.0
LC-2022-00293,2022-03-18,Uniforms & Workwear Co.,2030.33,Professional Services,Operations,USA,Fixed Price,2022.0
LC-2022-00294,2022-01-10,Grupo Logístico del Istmo,100661.89,Maintenance & Repair,IT,Panama,Time & Materials,2022.0
LC-2022-00295,,DataCenter Solutions,,Medical Supplies,Administration,USA,Spot Purchase,
LC-2022-00296,2022-01-18,MedEquip Latinoamerica,1738.25,Security,Logistics,USA,Framework Agreement,2022.0
LC-2023-00297,2023-06-21,Energía Renovable S.A.,18946.98,Catering & Food,HR,Panama,Fixed Price,2023.0
LC-2023-00298,2023-01-18,Mantenimiento Integral,7792.75,Office Supplies,Logistics,Panama,Fixed Price,2023.0
LC-2023-00299,2023-11-01,Transportes Rápidos S.A.,16635.48,Marketing,Logistics,Colombia,Fixed Price,2023.0
LC-2022-00300,2022-02-27,Grupo Logístico del Istmo,77308.15,Maintenance & Repair,Legal,USA,Spot Purchase,2022.0
LC-2023-00301,2023-06-25,Catering Express Panama,1417.3,Logistics & Transport,Sales,USA,Fixed Price,2023.0
LC-2022-00302,2022-02-17,Transportes Rápidos S.A.,2121.18,Marketing,Administration,USA,Framework Agreement,2022.0
LC-2022-00303,2022-01-17,MedEquip Latinoamerica,15077.22,Security,Operations,Panama,Framework Agreement,2022.0
LC-2022-00304,2022-06-16,Transportes Rápidos S.A.,12277.89,Marketing,Legal,Panama,Framework Agreement,2022.0
LC-2022-00305,2022-05-24,Transportes Rápidos S.A.,4763.07,Marketing,Marketing,Panama,Spot Purchase,2022.0
LC-2023-00306,2023-03-24,Papelería y Más,5860.51,Uniforms & PPE,Sales,Panama,Fixed Price,2023.0
LC-2022-00307,2022-01-31,Cleaning Pro Services,33406.22,Catering & Food,Administration,Panama,Framework Agreement,2022.0
LC-2022-00308,2022-07-10,TechSupplies Panama,17856.35,Office Supplies,Marketing,Panama,Spot Purchase,2022.0
LC-2022-00309,2022-03-26,Cleaning Pro Services,11166.19,Catering & Food,IT,Costa Rica,Fixed Price,2022.0
LC-2022-00310,2022-04-20,TechSupplies Panama,28491.72,Office Supplies,Legal,Panama,Framework Agreement,2022.0
LC-2022-00311,2022-07-11,Seguridad Total Corp,3545.66,IT & Technology,Finance,Panama,Fixed Price,2022.0
LC-2023-00312,2023-09-04,Distribuidora Global S.A.,135744.84,IT & Technology,Finance,Panama,Fixed Price,2023.0
LC-2023-00313,2023-07-27,Oficentro Internacional,97782.37,Logistics & Transport,Legal,Mexico,Fixed Price,2023.0
LC-2022-00314,2022-10-03,TechSupplies Panama,96395.19,Office Supplies,Legal,Panama,Time & Materials,2022.0
LC-2022-00315,2022-03-20,Grupo Logístico del Istmo,173958.94,Maintenance & Repair,Legal,Panama,Spot Purchase,2022.0
LC-2022-00316,2022-04-20,FERREMAX INDUSTRIAL,37242.45,Professional Services,Administration,Panama,Spot Purchase,2022.0
LC-2022-00317,2022-12-09,Catering Express Panama,13669.6,Logistics & Transport,Legal,Panama,Spot Purchase,2022.0
LC-2023-00318,2023-05-06,Cleaning Pro Services,3085.9,Catering & Food,Logistics,Panama,Time & Materials,2023.0
LC-2022-00319,2022-11-30,Oficentro Internacional,53583.67,Logistics & Transport,Procurement,USA,Time & Materials,2022.0
LC-2023-00320,2023-11-30,Distribuidora Global S.A.,31064.73,IT & Technology,Administration,Panama,Time & Materials,2023.0
LC-2023-00321,2023-12-11,Energía Renovable S.A.,5684.47,Catering & Food,IT,Panama,Framework Agreement,2023.0
LC-2022-00322,2022-09-05,Transportes Rápidos S.A.,12000.88,Marketing,HR,Colombia,Framework Agreement,2022.0
LC-2023-00323,2023-08-20,Grupo Logístico del Istmo,13604.22,Maintenance & Repair,Procurement,USA,Spot Purchase,2023.0
LC-2023-00324,2023-12-20,Transportes Rápidos S.A.,113389.14,Marketing,Marketing,Panama,Framework Agreement,2023.0
LC-2022-00325,2022-06-20,Distribuidora Global S.A.,10859.32,IT & Technology,IT,Colombia,Framework Agreement,2022.0
LC-2023-00326,2023-03-17,Transportes Rápidos S.A.,795.3,Marketing,Legal,Costa Rica,Framework Agreement,2023.0
LC-2023-00327,2023-04-02,Papelería y Más,27921.89,Uniforms & PPE,Marketing,USA,Time & Materials,2023.0
LC-2023-00328,2023-05-10,Transportes Rápidos S.A.,16114.81,Marketing,HR,Panama,Fixed Price,2023.0
LC-2022-00329,2022-12-18,Distribuidora Global S.A.,76798.76,IT & Technology,HR,Panama,Framework Agreement,2022.0
LC-2022-00330,2022-11-23,Ferremax Industrial,77189.18,Professional Services,Procurement,Costa Rica,Spot Purchase,2022.0
LC-2023-00331,2023-11-25,Distribuidora Global S.A.,35785.71,IT & Technology,Sales,Colombia,Fixed Price,2023.0
LC-2023-00332,2023-07-28,MedEquip Latinoamerica,1279.36,Security,Marketing,Panama,Framework Agreement,2023.0
LC-2023-00333,2023-02-10,DataCenter Solutions,,Medical Supplies,HR,Colombia,Spot Purchase,2023.0
LC-2022-00334,2022-07-30,Cleaning Pro Services,1779.8,Catering & Food,Legal,Panama,Time & Materials,2022.0
LC-2022-00335,2022-11-30,Cleaning Pro Services,21219.58,Catering & Food,Marketing,Panama,Framework Agreement,2022.0
LC-2023-00336,2023-09-18,Ferremax Industrial,30440.56,Professional Services,Sales,USA,Spot Purchase,2023.0
LC-2023-00337,2023-09-22,Ferremax Industrial,13485.95,Professional Services,HR,Colombia,Framework Agreement,2023.0
LC-2023-00338,2023-12-12,TechSupplies Panama,24694.53,Office Supplies,Finance,Panama,Framework Agreement,2023.0
LC-2023-00339,2023-10-13,Cleaning Pro Services,9130.7,Catering & Food,Legal,Panama,Spot Purchase,2023.0
LC-2022-00340,2022-05-24,TechSupplies Panama,18463.12,Office Supplies,HR,USA,Framework Agreement,2022.0
LC-2022-00341,2022-07-19,IT Solutions Group,1431.77,Maintenance & Repair,Operations,USA,Time & Materials,2022.0
LC-2023-00342,2023-05-16,Ferremax Industrial,48650.85,Professional Services,Procurement,Panama,Spot Purchase,2023.0
LC-2023-00343,2023-07-05,TechSupplies Panama,48725.6,Office Supplies,Operations,Panama,Time & Materials,2023.0
LC-2023-00344,2023-08-10,Seguridad Total Corp,2297.52,IT & Technology,Procurement,USA,Fixed Price,2023.0
LC-2023-00345,2023-07-14,Grupo Logístico del Istmo,20635.21,Maintenance & Repair,Operations,Mexico,Spot Purchase,2023.0
LC-2023-00346,2023-04-06,DataCenter Solutions,6960.98,Medical Supplies,IT,Panama,Fixed Price,2023.0
LC-2022-00347,2022-08-03,IT Solutions Group,559.96,Maintenance & Repair,Finance,Mexico,Time & Materials,2022.0
LC-2022-00348,2022-07-31,Transportes Rápidos S.A.,595.14,Marketing,Legal,Panama,Time & Materials,2022.0
LC-2022-00349,2022-11-28,MedEquip Latinoamerica,1672.93,Security,Administration,USA,Time & Materials,2022.0
LC-2022-00350,2022-05-19,Consultoría Estratégica,3568.25,Medical Supplies,Marketing,Colombia,Fixed Price,2022.0
LC-2022-00351,2022-09-13,Suministros Médicos del Sur,7835.04,Uniforms & PPE,HR,Colombia,Time & Materials,2022.0
LC-2023-00352,2023-08-15,Catering Express Panama,44937.79,Logistics & Transport,Legal,USA,Time & Materials,2023.0
LC-2023-00353,2023-12-13,Distribuidora Global S.A.,101639.91,IT & Technology,Finance,Panama,Framework Agreement,2023.0
LC-2023-00354,2023-04-15,Oficentro Internacional,29973.64,Logistics & Transport,Operations,Mexico,Fixed Price,2023.0
LC-2022-00355,2022-08-05,Mantenimiento Integral,4776.56,Office Supplies,Legal,Panama,Spot Purchase,2022.0
LC-2022-00356,2022-12-18,MedEquip Latinoamerica,1092.48,Security,HR,USA,Spot Purchase,2022.0
LC-2022-00357,2022-06-11,DATACENTER SOLUTIONS,4780.16,Medical Supplies,Procurement,Panama,Fixed Price,2022.0
LC-2022-00358,2022-06-12,TechSupplies Panama,25683.64,Office Supplies,HR,Colombia,Framework Agreement,2022.0
LC-2022-00359,2022-02-23,Grupo Logístico del Istmo,53490.66,Maintenance & Repair,Finance,Panama,Time & Materials,2022.0
LC-2022-00360,2022-01-02,TechSupplies Panama,13457.92,Office Supplies,Finance,Costa Rica,Fixed Price,2022.0
LC-2023-00361,2023-12-14,MedEquip Latinoamerica,10710.93,Security,Procurement,Panama,Fixed Price,2023.0
LC-2023-00362,2023-01-28,Transportes Rápidos S.A.,48977.11,Marketing,Procurement,Panama,Time & Materials,2023.0
LC-2022-00363,2022-05-17,Grupo Logístico del Istmo,31872.15,Maintenance & Repair,Logistics,Panama,Spot Purchase,2022.0
LC-2023-00364,2023-03-27,MedEquip Latinoamerica,8978.32,Security,Administration,Colombia,Time & Materials,2023.0
LC-2022-00365,2022-08-11,FleetCars Panama,13838.59,Security,Administration,Colombia,Spot Purchase,2022.0
LC-2022-00366,2022-11-19,Cleaning Pro Services,2692.35,Catering & Food,Legal,Panama,Spot Purchase,2022.0
LC-2023-00367,2023-12-09,TechSupplies Panama,,Office Supplies,Administration,USA,Framework Agreement,2023.0
LC-2023-00368,2023-02-06,TechSupplies Panama,36868.43,Office Supplies,Administration,USA,Time & Materials,2023.0
LC-2022-00369,2022-09-04,Consultoría Estratégica,5690.28,Medical Supplies,Procurement,Panama,Fixed Price,2022.0
LC-2023-00370,2023-02-01,Publicidad Digital LATAM,1541.46,Marketing,Sales,Panama,Time & Materials,2023.0
LC-2022-00371,2022-01-18,TRANSPORTES RÁPIDOS S.A.,5098.82,Marketing,Procurement,Mexico,Fixed Price,2022.0
LC-2023-00372,2023-10-06,FleetCars Panama,10373.37,Security,Legal,USA,Framework Agreement,2023.0
LC-2022-00373,2022-10-12,Grupo Logístico del Istmo,207186.02,Maintenance & Repair,Marketing,USA,Time & Materials,2022.0
LC-2023-00374,2023-02-05,Publicidad Digital LATAM,20721.07,Marketing,HR,USA,Framework Agreement,2023.0
LC-2022-00375,2022-09-02,DataCenter Solutions,124215.56,Medical Supplies,Logistics,Colombia,Spot Purchase,2022.0
LC-2023-00376,2023-11-14,Ferremax Industrial,14460.6,Professional Services,Administration,Panama,Framework Agreement,2023.0
LC-2022-00377,2022-12-22,Transportes Rápidos S.A.,18187.34,Marketing,Operations,Panama,Spot Purchase,2022.0
LC-2022-00378,2022-05-01,TechSupplies Panama,45252.37,Office Supplies,HR,Costa Rica,Framework Agreement,2022.0
LC-2023-00379,2023-05-24,Oficentro Internacional,500000.0,Logistics & Transport,Finance,Panama,Fixed Price,2023.0
LC-2022-00380,2022-04-16,MedEquip Latinoamerica,1461.99,Security,Sales,Panama,Framework Agreement,2022.0
LC-2022-00381,2022-09-08,Papelería y Más,1394.68,Uniforms & PPE,Operations,Panama,Fixed Price,2022.0
LC-2022-00382,2022-08-18,TechSupplies Panama,17689.54,Office Supplies,Operations,USA,Spot Purchase,2022.0
LC-2022-00383,2022-05-03,Oficentro Internacional,2839.33,Logistics & Transport,Finance,USA,Framework Agreement,2022.0
LC-2023-00384,2023-04-22,Mantenimiento Integral,2233.59,Office Supplies,Operations,Panama,Fixed Price,2023.0
LC-2022-00385,2022-07-25,Distribuidora Global S.A.,14603.85,IT & Technology,Procurement,Panama,Framework Agreement,2022.0
LC-2022-00386,2022-07-20,TechSupplies Panama,43498.1,Office Supplies,Sales,USA,Spot Purchase,2022.0
LC-2023-00387,2023-07-09,TechSupplies Panama,54726.71,Office Supplies,Legal,Panama,Time & Materials,2023.0
LC-2022-00388,2022-11-11,Consultoría Estratégica,81982.1,Medical Supplies,Operations,Mexico,Spot Purchase,2022.0
LC-2022-00389,2022-04-06,Ferremax Industrial,113607.93,Professional Services,Operations,Panama,Framework Agreement,2022.0
LC-2023-00390,2023-08-18,Grupo Logístico del Istmo,18173.42,Maintenance & Repair,Sales,Panama,Fixed Price,2023.0
LC-2023-00391,2023-11-10,Distribuidora Global S.A.,12356.07,IT & Technology,Administration,Panama,Spot Purchase,2023.0
LC-2022-00392,2022-11-22,Oficentro Internacional,65532.6,Logistics & Transport,Legal,Colombia,Framework Agreement,2022.0
LC-2022-00393,2022-04-19,Distribuidora Global S.A.,7448.14,IT & Technology,Administration,Panama,Time & Materials,2022.0
LC-2023-00394,2023-04-20,MedEquip Latinoamerica,76664.05,Security,IT,Panama,Framework Agreement,2023.0
LC-2022-00395,2022-12-02,Transportes Rápidos S.A.,28829.67,Marketing,Administration,Panama,Time & Materials,2022.0
LC-2022-00396,2022-09-24,Grupo Logístico del Istmo,20681.38,Maintenance & Repair,Operations,Colombia,Framework Agreement,2022.0
LC-2022-00397,2022-04-07,IT Solutions Group,376.27,Maintenance & Repair,Marketing,Costa Rica,Time & Materials,2022.0
LC-2023-00398,2023-02-15,Distribuidora Global S.A.,184360.22,IT & Technology,IT,Panama,Time & Materials,2023.0
LC-2022-00399,2022-03-08,Cleaning Pro Services,4138.92,Catering & Food,Logistics,Panama,Fixed Price,2022.0
LC-2023-00400,2023-04-18,Distribuidora Global S.A.,160392.56,IT & Technology,Sales,Panama,Fixed Price,2023.0
LC-2023-00401,2023-12-01,Papelería y Más,449.6,Uniforms & PPE,Procurement,Panama,Spot Purchase,2023.0
LC-2023-00402,2023-09-21,Oficentro Internacional,17689.91,Logistics & Transport,Procurement,Panama,Fixed Price,2023.0
